type	latitude	longitude	altitude (m)	name
T	-15.533009405	-72.328163421	3378.1	
T	-15.533009405	-72.324126714	3360.6	
T	-15.533009405	-72.320090006	3312.9	
T	-15.533009405	-72.316053299	3243.6	
T	-15.533009405	-72.312016592	3291.2	
T	-15.533009405	-72.307979884	3215.2	
T	-15.533009405	-72.303943177	3170.2	
T	-15.533009405	-72.299906469	3121.0	
T	-15.533009405	-72.295869762	3063.6	
T	-15.533009405	-72.291833054	3088.3	
T	-15.533009405	-72.287796347	3064.1	
T	-15.533009405	-72.283759640	3052.5	
T	-15.533009405	-72.279722932	3039.9	
T	-15.533009405	-72.275686225	3006.1	
T	-15.533009405	-72.271649517	2942.9	
T	-15.533009405	-72.267612810	2941.3	
T	-15.533009405	-72.263576103	2938.2	
T	-15.533009405	-72.259539395	3219.9	
T	-15.533009405	-72.255502688	3409.1	
T	-15.533009405	-72.251465980	3493.2	
T	-15.533009405	-72.247429273	3685.5	
T	-15.533009405	-72.243392565	3833.8	
T	-15.533009405	-72.239355858	4071.1	
T	-15.533009405	-72.235319151	4362.8	
T	-15.533009405	-72.231282443	4580.7	
T	-15.533009405	-72.227245736	4668.1	
T	-15.533009405	-72.223209028	4761.4	
T	-15.533009405	-72.219172321	4776.5	
T	-15.533009405	-72.215135614	4755.9	
T	-15.533009405	-72.211098906	4761.6	
T	-15.533009405	-72.207062199	4749.0	
T	-15.533009405	-72.203025491	4791.1	
T	-15.533009405	-72.198988784	5057.0	
T	-15.533009405	-72.194952077	4912.2	
T	-15.533009405	-72.190915369	4708.3	
T	-15.533009405	-72.186878662	4524.9	
T	-15.533009405	-72.182841954	4382.1	
T	-15.533009405	-72.178805247	4306.4	
T	-15.533009405	-72.174768539	4389.0	
T	-15.533009405	-72.170731832	4525.6	
T	-15.533009405	-72.166695125	4412.3	
T	-15.533009405	-72.162658417	4195.7	
T	-15.533009405	-72.158621710	4098.5	
T	-15.533009405	-72.154585002	4352.9	
T	-15.533009405	-72.150548295	4546.7	
T	-15.533009405	-72.146511588	4500.3	
T	-15.533009405	-72.142474880	4280.4	
T	-15.533009405	-72.138438173	4012.3	
T	-15.533009405	-72.134401465	3742.1	
T	-15.533009405	-72.130364758	3356.8	
T	-15.533009405	-72.126328050	3188.9	
T	-15.533009405	-72.122291343	3559.7	
T	-15.533009405	-72.118254636	3711.6	
T	-15.533009405	-72.114217928	4007.8	
T	-15.533009405	-72.110181221	3952.9	
T	-15.533009405	-72.106144513	3761.8	
T	-15.533009405	-72.102107806	3528.9	
T	-15.533009405	-72.098071099	3664.2	
T	-15.533009405	-72.094034391	3957.9	
T	-15.533009405	-72.089997684	3846.2	
T	-15.533009405	-72.085960976	3798.1	
T	-15.533009405	-72.081924269	3560.8	
T	-15.533009405	-72.077887561	3846.5	
T	-15.533009405	-72.073850854	4009.7	
T	-15.533009405	-72.069814147	4210.1	
T	-15.533009405	-72.065777439	4407.7	
T	-15.533009405	-72.061740732	4522.3	
T	-15.533009405	-72.057704024	4473.0	
T	-15.533009405	-72.053667317	4516.0	
T	-15.533009405	-72.049630610	4376.0	
T	-15.533009405	-72.045593902	4199.5	
T	-15.533009405	-72.041557195	4143.5	
T	-15.533009405	-72.037520487	4185.1	
T	-15.533009405	-72.033483780	4309.1	
T	-15.533009405	-72.029447073	4346.9	
T	-15.533009405	-72.025410365	4468.5	
T	-15.533009405	-72.021373658	4346.4	
T	-15.533009405	-72.017336950	4036.3	
T	-15.533009405	-72.013300243	3776.4	
T	-15.533009405	-72.009263535	3766.4	
T	-15.533009405	-72.005226828	3490.9	
T	-15.533009405	-72.001190121	3151.5	
T	-15.533009405	-71.997153413	3137.6	
T	-15.533009405	-71.993116706	3665.7	
T	-15.533009405	-71.989079998	3990.4	
T	-15.533009405	-71.985043291	4036.6	
T	-15.533009405	-71.981006584	3883.8	
T	-15.533009405	-71.976969876	4241.5	
T	-15.533009405	-71.972933169	4328.3	
T	-15.533009405	-71.968896461	4138.8	
T	-15.533009405	-71.964859754	3998.5	
T	-15.533009405	-71.960823046	4222.5	
T	-15.533009405	-71.956786339	4454.2	
T	-15.533009405	-71.952749632	4531.6	
T	-15.533009405	-71.948712924	4741.3	
T	-15.533009405	-71.944676217	4969.7	
T	-15.533009405	-71.940639509	5046.5	
T	-15.533009405	-71.936602802	5110.1	
T	-15.529674878	-72.332200129	3381.2	
T	-15.529674878	-72.328163421	3365.5	
T	-15.529674878	-72.324126714	3349.7	
T	-15.529674878	-72.320090006	3302.8	
T	-15.529674878	-72.316053299	3265.1	
T	-15.529674878	-72.312016592	3230.0	
T	-15.529674878	-72.307979884	3202.6	
T	-15.529674878	-72.303943177	3171.8	
T	-15.529674878	-72.299906469	3148.1	
T	-15.529674878	-72.295869762	3124.5	
T	-15.529674878	-72.291833054	3110.7	
T	-15.529674878	-72.287796347	3063.5	
T	-15.529674878	-72.283759640	3032.9	
T	-15.529674878	-72.279722932	3012.4	
T	-15.529674878	-72.275686225	3005.4	
T	-15.529674878	-72.271649517	2944.5	
T	-15.529674878	-72.267612810	2936.7	
T	-15.529674878	-72.263576103	2935.2	
T	-15.529674878	-72.259539395	3125.0	
T	-15.529674878	-72.255502688	3254.3	
T	-15.529674878	-72.251465980	3285.5	
T	-15.529674878	-72.247429273	3426.2	
T	-15.529674878	-72.243392565	3709.2	
T	-15.529674878	-72.239355858	4002.7	
T	-15.529674878	-72.235319151	4306.1	
T	-15.529674878	-72.231282443	4557.6	
T	-15.529674878	-72.227245736	4769.8	
T	-15.529674878	-72.223209028	4929.4	
T	-15.529674878	-72.219172321	4963.0	
T	-15.529674878	-72.215135614	5010.3	
T	-15.529674878	-72.211098906	5007.8	
T	-15.529674878	-72.207062199	5035.4	
T	-15.529674878	-72.203025491	5037.3	
T	-15.529674878	-72.198988784	4997.2	
T	-15.529674878	-72.194952077	4847.9	
T	-15.529674878	-72.190915369	4717.6	
T	-15.529674878	-72.186878662	4593.4	
T	-15.529674878	-72.182841954	4527.9	
T	-15.529674878	-72.178805247	4462.3	
T	-15.529674878	-72.174768539	4535.1	
T	-15.529674878	-72.170731832	4683.4	
T	-15.529674878	-72.166695125	4540.8	
T	-15.529674878	-72.162658417	4357.7	
T	-15.529674878	-72.158621710	4154.1	
T	-15.529674878	-72.154585002	4357.5	
T	-15.529674878	-72.150548295	4507.4	
T	-15.529674878	-72.146511588	4358.0	
T	-15.529674878	-72.142474880	4223.9	
T	-15.529674878	-72.138438173	4004.9	
T	-15.529674878	-72.134401465	3713.9	
T	-15.529674878	-72.130364758	3331.7	
T	-15.529674878	-72.126328050	3229.4	
T	-15.529674878	-72.122291343	3665.6	
T	-15.529674878	-72.118254636	3868.1	
T	-15.529674878	-72.114217928	3928.9	
T	-15.529674878	-72.110181221	3957.5	
T	-15.529674878	-72.106144513	3785.0	
T	-15.529674878	-72.102107806	3675.7	
T	-15.529674878	-72.098071099	3588.0	
T	-15.529674878	-72.094034391	4010.4	
T	-15.529674878	-72.089997684	4064.6	
T	-15.529674878	-72.085960976	3975.5	
T	-15.529674878	-72.081924269	3835.9	
T	-15.529674878	-72.077887561	4065.2	
T	-15.529674878	-72.073850854	4212.5	
T	-15.529674878	-72.069814147	4420.8	
T	-15.529674878	-72.065777439	4546.9	
T	-15.529674878	-72.061740732	4673.6	
T	-15.529674878	-72.057704024	4645.3	
T	-15.529674878	-72.053667317	4652.5	
T	-15.529674878	-72.049630610	4485.4	
T	-15.529674878	-72.045593902	4320.6	
T	-15.529674878	-72.041557195	4365.6	
T	-15.529674878	-72.037520487	4409.9	
T	-15.529674878	-72.033483780	4398.4	
T	-15.529674878	-72.029447073	4555.4	
T	-15.529674878	-72.025410365	4476.1	
T	-15.529674878	-72.021373658	4277.1	
T	-15.529674878	-72.017336950	4104.0	
T	-15.529674878	-72.013300243	3833.3	
T	-15.529674878	-72.009263535	3758.2	
T	-15.529674878	-72.005226828	3373.6	
T	-15.529674878	-72.001190121	3387.3	
T	-15.529674878	-71.997153413	3426.6	
T	-15.529674878	-71.993116706	3558.5	
T	-15.529674878	-71.989079998	3913.1	
T	-15.529674878	-71.985043291	4213.3	
T	-15.529674878	-71.981006584	4043.0	
T	-15.529674878	-71.976969876	4107.9	
T	-15.529674878	-71.972933169	4399.9	
T	-15.529674878	-71.968896461	4303.9	
T	-15.529674878	-71.964859754	4268.2	
T	-15.529674878	-71.960823046	4085.8	
T	-15.529674878	-71.956786339	4177.9	
T	-15.529674878	-71.952749632	4338.2	
T	-15.529674878	-71.948712924	4529.4	
T	-15.529674878	-71.944676217	4737.1	
T	-15.529674878	-71.940639509	5025.8	
T	-15.529674878	-71.936602802	5083.5	
T	-15.526340352	-72.332200129	3360.2	
T	-15.526340352	-72.328163421	3341.4	
T	-15.526340352	-72.324126714	3302.0	
T	-15.526340352	-72.320090006	3257.8	
T	-15.526340352	-72.316053299	3270.6	
T	-15.526340352	-72.312016592	3256.8	
T	-15.526340352	-72.307979884	3223.1	
T	-15.526340352	-72.303943177	3174.6	
T	-15.526340352	-72.299906469	3135.7	
T	-15.526340352	-72.295869762	3125.8	
T	-15.526340352	-72.291833054	3102.3	
T	-15.526340352	-72.287796347	3049.4	
T	-15.526340352	-72.283759640	3040.3	
T	-15.526340352	-72.279722932	2995.7	
T	-15.526340352	-72.275686225	2965.4	
T	-15.526340352	-72.271649517	2941.4	
T	-15.526340352	-72.267612810	2936.1	
T	-15.526340352	-72.263576103	2932.0	
T	-15.526340352	-72.259539395	3080.7	
T	-15.526340352	-72.255502688	3089.4	
T	-15.526340352	-72.251465980	3150.6	
T	-15.526340352	-72.247429273	3354.7	
T	-15.526340352	-72.243392565	3616.3	
T	-15.526340352	-72.239355858	3910.1	
T	-15.526340352	-72.235319151	4166.3	
T	-15.526340352	-72.231282443	4389.9	
T	-15.526340352	-72.227245736	4620.8	
T	-15.526340352	-72.223209028	4894.7	
T	-15.526340352	-72.219172321	4987.7	
T	-15.526340352	-72.215135614	4930.0	
T	-15.526340352	-72.211098906	4899.7	
T	-15.526340352	-72.207062199	4917.5	
T	-15.526340352	-72.203025491	4926.5	
T	-15.526340352	-72.198988784	5076.3	
T	-15.526340352	-72.194952077	4914.8	
T	-15.526340352	-72.190915369	4775.0	
T	-15.526340352	-72.186878662	4727.2	
T	-15.526340352	-72.182841954	4642.7	
T	-15.526340352	-72.178805247	4549.1	
T	-15.526340352	-72.174768539	4715.3	
T	-15.526340352	-72.170731832	4787.1	
T	-15.526340352	-72.166695125	4556.2	
T	-15.526340352	-72.162658417	4296.8	
T	-15.526340352	-72.158621710	4311.6	
T	-15.526340352	-72.154585002	4455.4	
T	-15.526340352	-72.150548295	4383.8	
T	-15.526340352	-72.146511588	4161.6	
T	-15.526340352	-72.142474880	4002.3	
T	-15.526340352	-72.138438173	3822.1	
T	-15.526340352	-72.134401465	3586.6	
T	-15.526340352	-72.130364758	3300.7	
T	-15.526340352	-72.126328050	3309.0	
T	-15.526340352	-72.122291343	3653.1	
T	-15.526340352	-72.118254636	3989.4	
T	-15.526340352	-72.114217928	4022.7	
T	-15.526340352	-72.110181221	4073.0	
T	-15.526340352	-72.106144513	3952.7	
T	-15.526340352	-72.102107806	3847.7	
T	-15.526340352	-72.098071099	3650.9	
T	-15.526340352	-72.094034391	3918.2	
T	-15.526340352	-72.089997684	4167.3	
T	-15.526340352	-72.085960976	4201.0	
T	-15.526340352	-72.081924269	4037.9	
T	-15.526340352	-72.077887561	4075.9	
T	-15.526340352	-72.073850854	4356.0	
T	-15.526340352	-72.069814147	4554.9	
T	-15.526340352	-72.065777439	4715.2	
T	-15.526340352	-72.061740732	4781.6	
T	-15.526340352	-72.057704024	4768.3	
T	-15.526340352	-72.053667317	4759.7	
T	-15.526340352	-72.049630610	4571.5	
T	-15.526340352	-72.045593902	4516.0	
T	-15.526340352	-72.041557195	4553.5	
T	-15.526340352	-72.037520487	4513.8	
T	-15.526340352	-72.033483780	4456.5	
T	-15.526340352	-72.029447073	4450.2	
T	-15.526340352	-72.025410365	4367.3	
T	-15.526340352	-72.021373658	4187.5	
T	-15.526340352	-72.017336950	3977.3	
T	-15.526340352	-72.013300243	3884.6	
T	-15.526340352	-72.009263535	3879.1	
T	-15.526340352	-72.005226828	3551.7	
T	-15.526340352	-72.001190121	3462.7	
T	-15.526340352	-71.997153413	3688.0	
T	-15.526340352	-71.993116706	3809.1	
T	-15.526340352	-71.989079998	3931.9	
T	-15.526340352	-71.985043291	4293.0	
T	-15.526340352	-71.981006584	4338.9	
T	-15.526340352	-71.976969876	4091.0	
T	-15.526340352	-71.972933169	4349.3	
T	-15.526340352	-71.968896461	4491.1	
T	-15.526340352	-71.964859754	4461.0	
T	-15.526340352	-71.960823046	4393.6	
T	-15.526340352	-71.956786339	4242.0	
T	-15.526340352	-71.952749632	4184.8	
T	-15.526340352	-71.948712924	4273.6	
T	-15.526340352	-71.944676217	4496.5	
T	-15.526340352	-71.940639509	4784.9	
T	-15.526340352	-71.936602802	4960.3	
T	-15.523005825	-72.332200129	3353.2	
T	-15.523005825	-72.328163421	3309.0	
T	-15.523005825	-72.324126714	3293.3	
T	-15.523005825	-72.320090006	3266.0	
T	-15.523005825	-72.316053299	3284.5	
T	-15.523005825	-72.312016592	3250.3	
T	-15.523005825	-72.307979884	3228.2	
T	-15.523005825	-72.303943177	3194.6	
T	-15.523005825	-72.299906469	3154.0	
T	-15.523005825	-72.295869762	3108.7	
T	-15.523005825	-72.291833054	3103.4	
T	-15.523005825	-72.287796347	3077.0	
T	-15.523005825	-72.283759640	3050.9	
T	-15.523005825	-72.279722932	2984.7	
T	-15.523005825	-72.275686225	2953.4	
T	-15.523005825	-72.271649517	2941.2	
T	-15.523005825	-72.267612810	2934.4	
T	-15.523005825	-72.263576103	2932.0	
T	-15.523005825	-72.259539395	2934.6	
T	-15.523005825	-72.255502688	2974.8	
T	-15.523005825	-72.251465980	3066.9	
T	-15.523005825	-72.247429273	3269.3	
T	-15.523005825	-72.243392565	3453.3	
T	-15.523005825	-72.239355858	3734.4	
T	-15.523005825	-72.235319151	3986.5	
T	-15.523005825	-72.231282443	4293.9	
T	-15.523005825	-72.227245736	4563.0	
T	-15.523005825	-72.223209028	4705.5	
T	-15.523005825	-72.219172321	4725.3	
T	-15.523005825	-72.215135614	4733.3	
T	-15.523005825	-72.211098906	4717.4	
T	-15.523005825	-72.207062199	4725.8	
T	-15.523005825	-72.203025491	4822.9	
T	-15.523005825	-72.198988784	4923.9	
T	-15.523005825	-72.194952077	4944.6	
T	-15.523005825	-72.190915369	4873.3	
T	-15.523005825	-72.186878662	4798.4	
T	-15.523005825	-72.182841954	4749.5	
T	-15.523005825	-72.178805247	4635.9	
T	-15.523005825	-72.174768539	4908.2	
T	-15.523005825	-72.170731832	4800.5	
T	-15.523005825	-72.166695125	4568.2	
T	-15.523005825	-72.162658417	4368.0	
T	-15.523005825	-72.158621710	4370.4	
T	-15.523005825	-72.154585002	4592.0	
T	-15.523005825	-72.150548295	4363.4	
T	-15.523005825	-72.146511588	4065.3	
T	-15.523005825	-72.142474880	3793.1	
T	-15.523005825	-72.138438173	3604.7	
T	-15.523005825	-72.134401465	3429.2	
T	-15.523005825	-72.130364758	3195.5	
T	-15.523005825	-72.126328050	3326.4	
T	-15.523005825	-72.122291343	3732.3	
T	-15.523005825	-72.118254636	4038.3	
T	-15.523005825	-72.114217928	4247.4	
T	-15.523005825	-72.110181221	4192.6	
T	-15.523005825	-72.106144513	4092.2	
T	-15.523005825	-72.102107806	3900.8	
T	-15.523005825	-72.098071099	3730.7	
T	-15.523005825	-72.094034391	3996.1	
T	-15.523005825	-72.089997684	4239.9	
T	-15.523005825	-72.085960976	4329.4	
T	-15.523005825	-72.081924269	4263.9	
T	-15.523005825	-72.077887561	4133.6	
T	-15.523005825	-72.073850854	4379.4	
T	-15.523005825	-72.069814147	4609.0	
T	-15.523005825	-72.065777439	4711.4	
T	-15.523005825	-72.061740732	4882.8	
T	-15.523005825	-72.057704024	4902.4	
T	-15.523005825	-72.053667317	4848.9	
T	-15.523005825	-72.049630610	4646.3	
T	-15.523005825	-72.045593902	4683.2	
T	-15.523005825	-72.041557195	4585.4	
T	-15.523005825	-72.037520487	4497.9	
T	-15.523005825	-72.033483780	4408.4	
T	-15.523005825	-72.029447073	4269.3	
T	-15.523005825	-72.025410365	4218.6	
T	-15.523005825	-72.021373658	4046.5	
T	-15.523005825	-72.017336950	3999.5	
T	-15.523005825	-72.013300243	3979.0	
T	-15.523005825	-72.009263535	3974.6	
T	-15.523005825	-72.005226828	3846.9	
T	-15.523005825	-72.001190121	3622.5	
T	-15.523005825	-71.997153413	3778.9	
T	-15.523005825	-71.993116706	3997.5	
T	-15.523005825	-71.989079998	3995.6	
T	-15.523005825	-71.985043291	4309.1	
T	-15.523005825	-71.981006584	4453.3	
T	-15.523005825	-71.976969876	4287.1	
T	-15.523005825	-71.972933169	4338.9	
T	-15.523005825	-71.968896461	4589.0	
T	-15.523005825	-71.964859754	4570.0	
T	-15.523005825	-71.960823046	4531.5	
T	-15.523005825	-71.956786339	4484.5	
T	-15.523005825	-71.952749632	4383.3	
T	-15.523005825	-71.948712924	4320.7	
T	-15.523005825	-71.944676217	4426.8	
T	-15.523005825	-71.940639509	4638.1	
T	-15.523005825	-71.936602802	4844.8	
T	-15.519671299	-72.332200129	3351.2	
T	-15.519671299	-72.328163421	3324.3	
T	-15.519671299	-72.324126714	3286.1	
T	-15.519671299	-72.320090006	3267.0	
T	-15.519671299	-72.316053299	3259.5	
T	-15.519671299	-72.312016592	3216.0	
T	-15.519671299	-72.307979884	3208.4	
T	-15.519671299	-72.303943177	3199.6	
T	-15.519671299	-72.299906469	3156.0	
T	-15.519671299	-72.295869762	3117.9	
T	-15.519671299	-72.291833054	3110.7	
T	-15.519671299	-72.287796347	3100.9	
T	-15.519671299	-72.283759640	3086.9	
T	-15.519671299	-72.279722932	2999.6	
T	-15.519671299	-72.275686225	2951.8	
T	-15.519671299	-72.271649517	2943.4	
T	-15.519671299	-72.267612810	2935.3	
T	-15.519671299	-72.263576103	2932.0	
T	-15.519671299	-72.259539395	2932.0	
T	-15.519671299	-72.255502688	2970.9	
T	-15.519671299	-72.251465980	3074.8	
T	-15.519671299	-72.247429273	3242.4	
T	-15.519671299	-72.243392565	3482.9	
T	-15.519671299	-72.239355858	3733.3	
T	-15.519671299	-72.235319151	3995.6	
T	-15.519671299	-72.231282443	4188.6	
T	-15.519671299	-72.227245736	4358.9	
T	-15.519671299	-72.223209028	4439.6	
T	-15.519671299	-72.219172321	4437.7	
T	-15.519671299	-72.215135614	4583.0	
T	-15.519671299	-72.211098906	4563.7	
T	-15.519671299	-72.207062199	4596.2	
T	-15.519671299	-72.203025491	4695.7	
T	-15.519671299	-72.198988784	4878.0	
T	-15.519671299	-72.194952077	5044.8	
T	-15.519671299	-72.190915369	5053.2	
T	-15.519671299	-72.186878662	4907.7	
T	-15.519671299	-72.182841954	4822.5	
T	-15.519671299	-72.178805247	4691.4	
T	-15.519671299	-72.174768539	4846.7	
T	-15.519671299	-72.170731832	4816.2	
T	-15.519671299	-72.166695125	4564.0	
T	-15.519671299	-72.162658417	4491.7	
T	-15.519671299	-72.158621710	4356.0	
T	-15.519671299	-72.154585002	4504.6	
T	-15.519671299	-72.150548295	4286.6	
T	-15.519671299	-72.146511588	4075.2	
T	-15.519671299	-72.142474880	3861.8	
T	-15.519671299	-72.138438173	3675.6	
T	-15.519671299	-72.134401465	3436.4	
T	-15.519671299	-72.130364758	3276.1	
T	-15.519671299	-72.126328050	3403.4	
T	-15.519671299	-72.122291343	3784.7	
T	-15.519671299	-72.118254636	4124.8	
T	-15.519671299	-72.114217928	4319.1	
T	-15.519671299	-72.110181221	4324.8	
T	-15.519671299	-72.106144513	4131.9	
T	-15.519671299	-72.102107806	3977.1	
T	-15.519671299	-72.098071099	3822.0	
T	-15.519671299	-72.094034391	4078.6	
T	-15.519671299	-72.089997684	4335.9	
T	-15.519671299	-72.085960976	4526.9	
T	-15.519671299	-72.081924269	4415.4	
T	-15.519671299	-72.077887561	4312.0	
T	-15.519671299	-72.073850854	4430.1	
T	-15.519671299	-72.069814147	4724.5	
T	-15.519671299	-72.065777439	4753.7	
T	-15.519671299	-72.061740732	4876.4	
T	-15.519671299	-72.057704024	4931.5	
T	-15.519671299	-72.053667317	4809.3	
T	-15.519671299	-72.049630610	4818.2	
T	-15.519671299	-72.045593902	4822.6	
T	-15.519671299	-72.041557195	4653.3	
T	-15.519671299	-72.037520487	4722.5	
T	-15.519671299	-72.033483780	4524.6	
T	-15.519671299	-72.029447073	4297.3	
T	-15.519671299	-72.025410365	4138.1	
T	-15.519671299	-72.021373658	4062.7	
T	-15.519671299	-72.017336950	4043.7	
T	-15.519671299	-72.013300243	3998.6	
T	-15.519671299	-72.009263535	4005.4	
T	-15.519671299	-72.005226828	3863.5	
T	-15.519671299	-72.001190121	3683.1	
T	-15.519671299	-71.997153413	3898.8	
T	-15.519671299	-71.993116706	4205.3	
T	-15.519671299	-71.989079998	4211.3	
T	-15.519671299	-71.985043291	4367.5	
T	-15.519671299	-71.981006584	4588.1	
T	-15.519671299	-71.976969876	4430.7	
T	-15.519671299	-71.972933169	4259.3	
T	-15.519671299	-71.968896461	4441.0	
T	-15.519671299	-71.964859754	4544.8	
T	-15.519671299	-71.960823046	4641.2	
T	-15.519671299	-71.956786339	4701.8	
T	-15.519671299	-71.952749632	4654.2	
T	-15.519671299	-71.948712924	4582.2	
T	-15.519671299	-71.944676217	4611.3	
T	-15.519671299	-71.940639509	4667.8	
T	-15.519671299	-71.936602802	4805.8	
T	-15.516336772	-72.332200129	3353.0	
T	-15.516336772	-72.328163421	3312.3	
T	-15.516336772	-72.324126714	3282.6	
T	-15.516336772	-72.320090006	3275.3	
T	-15.516336772	-72.316053299	3241.3	
T	-15.516336772	-72.312016592	3211.6	
T	-15.516336772	-72.307979884	3173.6	
T	-15.516336772	-72.303943177	3187.8	
T	-15.516336772	-72.299906469	3163.7	
T	-15.516336772	-72.295869762	3129.4	
T	-15.516336772	-72.291833054	3110.9	
T	-15.516336772	-72.287796347	3099.0	
T	-15.516336772	-72.283759640	3063.1	
T	-15.516336772	-72.279722932	3086.5	
T	-15.516336772	-72.275686225	3026.1	
T	-15.516336772	-72.271649517	2937.8	
T	-15.516336772	-72.267612810	2932.5	
T	-15.516336772	-72.263576103	2932.0	
T	-15.516336772	-72.259539395	2932.7	
T	-15.516336772	-72.255502688	2959.5	
T	-15.516336772	-72.251465980	3013.6	
T	-15.516336772	-72.247429273	3231.9	
T	-15.516336772	-72.243392565	3395.2	
T	-15.516336772	-72.239355858	3572.5	
T	-15.516336772	-72.235319151	3786.1	
T	-15.516336772	-72.231282443	3904.6	
T	-15.516336772	-72.227245736	4050.3	
T	-15.516336772	-72.223209028	4138.5	
T	-15.516336772	-72.219172321	4295.4	
T	-15.516336772	-72.215135614	4443.6	
T	-15.516336772	-72.211098906	4486.0	
T	-15.516336772	-72.207062199	4433.2	
T	-15.516336772	-72.203025491	4613.6	
T	-15.516336772	-72.198988784	4802.9	
T	-15.516336772	-72.194952077	4957.6	
T	-15.516336772	-72.190915369	5058.6	
T	-15.516336772	-72.186878662	5023.3	
T	-15.516336772	-72.182841954	4968.0	
T	-15.516336772	-72.178805247	4779.1	
T	-15.516336772	-72.174768539	4956.5	
T	-15.516336772	-72.170731832	4774.0	
T	-15.516336772	-72.166695125	4622.8	
T	-15.516336772	-72.162658417	4599.8	
T	-15.516336772	-72.158621710	4404.0	
T	-15.516336772	-72.154585002	4509.4	
T	-15.516336772	-72.150548295	4246.3	
T	-15.516336772	-72.146511588	4041.1	
T	-15.516336772	-72.142474880	3841.2	
T	-15.516336772	-72.138438173	3636.6	
T	-15.516336772	-72.134401465	3413.5	
T	-15.516336772	-72.130364758	3406.4	
T	-15.516336772	-72.126328050	3551.7	
T	-15.516336772	-72.122291343	3910.6	
T	-15.516336772	-72.118254636	4143.7	
T	-15.516336772	-72.114217928	4302.9	
T	-15.516336772	-72.110181221	4469.8	
